item_id,title,storage_type,shelf_life_days,can_freeze,frozen_shelf_life_days,perishability,confidence,notes
480350,Snegle I Hvidløg,ambient,365,False,,low,low,Unknown; gap 20.0d is non-perishable.
480352,Scampi Al Aglio,ambient,365,False,,low,low,Unknown; gap 24.0d is non-perishable.
480355,Unspecified,ambient,180,False,,low,low,Unspecified; pattern daily_staple.
480361,Tzatziki,ambient,180,False,,low,low,Unknown; conservative ambient.
480365,Carpaccio,ambient,180,False,,low,low,Unknown daily item; ambient stable.
480369,Unspecified,ambient,180,False,,low,low,Unspecified; pattern weekday_regular.
480377,Insalata Ceaser,ambient,180,False,,low,low,Unknown; conservative ambient.
480383,Insalata Con Avocado,ambient,365,False,,low,low,Unknown; gap 15.0d is non-perishable.
480385,Cheese Bacon Burger,ambient,180,False,,low,low,Unknown; conservative ambient.
480386,Klassisk Burger,ambient,180,False,,low,low,Unknown; conservative ambient.
480390,Cheese Burger,ambient,180,False,,low,low,Unknown; conservative ambient.
480395,Bacon Burger,ambient,180,False,,low,low,Unknown; conservative ambient.
480399,Dobbelt Bacon Cheese Burger,ambient,365,False,,low,low,Unknown; gap 21.0d is non-perishable.
480404,Mexicansk Burger,ambient,180,False,,low,low,Unknown; conservative ambient.
480405,Kylling Burger,ambient,180,False,,low,low,Unknown; conservative ambient.
480406,Dantes Burger,ambient,365,False,,low,low,Unknown; gap 20.0d is non-perishable.
480407,Hjemmelavet Pita Brød,ambient,180,False,,low,low,Unknown; conservative ambient.
480408,Hjemmelavet Durum,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480409,Entre Cøte,frozen,30,True,90,high,low,Gap 8.3d; frozen for stability.
480410,Plankebøf (Kalv),ambient,180,False,,low,low,Unknown; conservative ambient.
480411,Plankebøf (Okse),ambient,180,False,,low,low,Unknown; conservative ambient.
480412,Tournedos,ambient,180,False,,low,low,Unknown; conservative ambient.
480414,Pariserbøf,ambient,180,False,,low,low,Unknown; conservative ambient.
480418,Wienerschnitzel,ambient,180,False,,low,low,Unknown; conservative ambient.
480422,Scalopinna Al Gorgonzola,ambient,180,False,,low,low,Unknown; conservative ambient.
480423,Oksemørbrad,ambient,365,False,,low,low,Unknown; gap 16.0d is non-perishable.
480424,Kyllingfilet,ambient,180,False,,low,low,Unknown; conservative ambient.
480430,Græsk Bøf,ambient,180,False,,low,low,Unknown; conservative ambient.
480433,1/2 Kylling,ambient,180,False,,low,low,Unknown; conservative ambient.
480438,Shawarma Ret,ambient,365,False,,low,low,Unknown; gap 15.0d is non-perishable.
480439,Madaglioni La Dantes,ambient,180,False,,low,low,Unknown; conservative ambient.
480440,Spaghetti Bolognese,ambient,365,False,,low,low,Unknown; gap 22.0d is non-perishable.
480441,Spaghetti Carbonara,ambient,180,False,,low,low,Unknown; conservative ambient.
480442,Lasagne,ambient,180,False,,low,low,Unknown; conservative ambient.
480443,Rigatoni Con Mostarda,ambient,180,False,,low,low,Unknown; conservative ambient.
480448,Fettucine Di Pollo E Pomodori,ambient,180,False,,low,low,Unknown; conservative ambient.
480455,Rigatoni Gorgo Al Gamberetti,ambient,180,False,,low,low,Unknown; conservative ambient.
480459,Tortelini Gratinati Alla Romagna,ambient,180,False,,low,low,Unknown; conservative ambient.
480464,Club Sandwich,ambient,180,False,,low,low,Unknown; conservative ambient.
480465,Tun Sandwich,ambient,180,False,,low,low,Unknown; conservative ambient.
480469,Lakse Sandwich,ambient,180,False,,low,low,Unknown; conservative ambient.
480470,Mexicansk Sandwich,ambient,365,False,,low,low,Unknown; gap 16.0d is non-perishable.
480473,Dantes Sandwich,ambient,180,False,,low,low,Unknown; conservative ambient.
480474,Kylling Sandwich,ambient,365,False,,low,low,Unknown; gap 14.0d is non-perishable.
480475,Oksemørbrad Sandwich,ambient,365,False,,low,low,Unknown; gap 15.0d is non-perishable.
480476,Nachos Kylling,ambient,180,False,,low,low,Unknown; conservative ambient.
480477,Nachos Naturel,ambient,365,False,,low,low,Unknown; gap 16.0d is non-perishable.
480478,Wrap Kylling,ambient,180,False,,low,low,Unknown; conservative ambient.
480480,Grillet Laksefilet,ambient,180,False,,low,low,Unknown; conservative ambient.
480481,Fiskefilet,ambient,180,False,,low,low,Unknown; conservative ambient.
480482,Stjerneskud,ambient,180,False,,low,low,Unknown; conservative ambient.
480483,Spaghetti Bolognese,ambient,180,False,,low,low,Unknown; conservative ambient.
480484,Nuggets,ambient,180,False,,low,low,Unknown; conservative ambient.
480485,Hamburger,ambient,180,False,,low,low,Unknown; conservative ambient.
480486,Fiskefilet,ambient,365,False,,low,low,Unknown; gap 19.0d is non-perishable.
480490,Skinke,ambient,180,False,,low,low,Unknown; conservative ambient.
480503,Pommes Frites,ambient,180,False,,low,low,Unknown; conservative ambient.
480504,Dyblse,ambient,180,False,,low,low,Unknown daily item; ambient stable.
480505,Bådkartofler,ambient,180,False,,low,low,Unknown; conservative ambient.
480506,Tiramisu,ambient,180,False,,low,low,Unknown; conservative ambient.
480507,Belgisk Vaffel,ambient,365,False,,low,low,Unknown; gap 19.0d is non-perishable.
480508,Banana Split,ambient,365,False,,low,low,Unknown; gap 17.0d is non-perishable.
480509,Gelato Misto,ambient,365,False,,low,low,Unknown; gap 14.0d is non-perishable.
480510,Coppa Dante,ambient,180,False,,low,low,Unknown; conservative ambient.
480511,Crepes,ambient,180,False,,low,low,Unknown; conservative ambient.
480512,Sodavand / Vand,ambient,730,False,,low,high,"Bottled water, ambient."
480513,Juice,ambient,180,False,,low,low,Unknown; conservative ambient.
480514,Økologisk hyldeblomst,ambient,180,False,,low,low,Unknown; conservative ambient.
480518,Kildevand,ambient,730,False,,low,high,"Bottled water, ambient."
480520,Ice Tea,ambient,180,False,,low,low,Unknown; conservative ambient.
480521,Husets Rødvin (Flaske),ambient,180,False,,low,low,Unknown; conservative ambient.
480522,Husets Hvidvin (Flaske),frozen,30,True,90,high,low,Gap 8.0d; frozen for stability.
480620,Alm.Fransk Hotdog,ambient,180,False,,low,low,Unknown; conservative ambient.
480814,Syng og spis,ambient,365,False,,low,low,Unknown; gap 36.0d is non-perishable.
480820,Sodavand,ambient,730,False,,low,high,"Bottled water, ambient."
480821,Flaske Øl,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480822,Fadøl,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480830,Vin i Glas,refrigerated,2,False,,high,high,Wine glass; oxidizes after opening.
480847,Håndmadder,ambient,365,False,,low,low,Unknown; gap 18.0d is non-perishable.
480848,Snitter,frozen,30,True,90,high,low,Gap 7.7d; frozen for stability.
480849,Smørrebrød,ambient,180,False,,low,low,Unknown; conservative ambient.
480850,Landgangsbrød,ambient,180,False,,low,low,Unknown daily item; ambient stable.
480851,Sandwich,ambient,180,False,,low,low,Unknown; conservative ambient.
480853,Stjerneskud,frozen,30,True,90,high,low,Gap 9.0d; frozen for stability.
480858,Luksus Stjerneskud,frozen,30,True,90,high,low,Gap 13.0d; frozen for stability.
480860,Franskbrød med Ost/Rullepølse,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
480886,1 Portion,ambient,180,False,,low,low,Unknown; conservative ambient.
480887,2 Portioner,ambient,180,False,,low,low,Unknown; conservative ambient.
481242,Unspecified,ambient,180,False,,low,low,Unspecified; pattern irregular.
481299,Unspecified,ambient,180,False,,low,low,Unspecified; pattern irregular.
481595,Mad ud af hus pr. person,ambient,180,False,,low,low,Unknown daily item; ambient stable.
482692,Pølsemix lille,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
482693,Pølsemix stor,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
482694,Kebabmix,ambient,180,False,,low,low,Unknown; conservative ambient.
483207,Unspecified,ambient,180,False,,low,low,Unspecified; pattern irregular.
483265,Unspecified,ambient,180,False,,low,low,Unspecified; pattern irregular.
483276,Æbleskiver,ambient,180,False,,low,low,Unknown daily item; ambient stable.
483581,Unspecified,ambient,180,False,,low,low,Unspecified; pattern irregular.
483750,Unspecified,ambient,180,False,,low,low,Unspecified; pattern occasional.
484019,"Tomat, Ost",ambient,180,False,,low,low,Unknown; conservative ambient.
484022,"Bacon, Champignon, Hvidløg",frozen,30,True,90,high,low,Gap 11.0d; frozen for stability.
484023,Skinke,ambient,365,False,,low,low,Unknown; gap 15.0d is non-perishable.
484027,Oksekød,ambient,365,False,,low,low,Unknown; gap 17.0d is non-perishable.
484028,Kebab,ambient,180,False,,low,low,Unknown; conservative ambient.
484031,Pepperoni,ambient,180,False,,low,low,Unknown; conservative ambient.
484033,"Skinke, Ananas",ambient,180,False,,low,low,Unknown; conservative ambient.
484037,"Skinke, Oksekød, Løg, Hvidløg",ambient,180,False,,low,low,Unknown; conservative ambient.
484039,"Skinke, Oksekød, Kebab, Løg, Hvidløg",ambient,180,False,,low,low,Unknown; conservative ambient.
484062,Unspecified,ambient,180,False,,low,low,Unspecified; pattern daily_staple.
484069,"Oksekød, Pølse, Pepperoni, Hvdløg, Chili",ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484076,"Skinke, Oksekød, Kebab, Bacon, Løg, Grøn Peber",ambient,180,False,,low,low,Unknown; conservative ambient.
484100,"Oksekød, Pølse, Løg, Beanmaisesauce, Majs",ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484104,"Kebab, Frisk Tomat, Løg, Dressing",ambient,180,False,,low,low,Unknown daily item; ambient stable.
484105,"Tun, Rejer, Muslinger, Løg, Hvidløg",ambient,180,False,,low,low,Unknown daily item; ambient stable.
484113,"Pepperoni, Bacon, Løg, Gorgonzola",ambient,365,False,,low,low,Unknown; gap 17.0d is non-perishable.
484131,"Oksekød, Spaghetti, Løg, Dressing",ambient,365,False,,low,low,Unknown; gap 18.0d is non-perishable.
484139,"Champignon, Majs, Løg, Ananas, Grøn Peber",ambient,180,False,,low,low,Unknown daily item; ambient stable.
484140,"Okeskød, Pepperoni, Kebab, Pølse, Grøn Peber, Løg",ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484141,"Pepperoni, Skinke, Bacon, Løg",ambient,365,False,,low,low,Unknown; gap 18.0d is non-perishable.
484142,"Oksekød, Pølse, Pepperoni, Champignon, Hvidløg, Chili, Bacon",ambient,1095,False,,low,high,Alcoholic; stable. Gap 22.0d.
484152,"Kylling, Pepperoni, Løg, Majs, Grøn Peber",ambient,180,False,,low,low,Unknown; conservative ambient.
484153,"Kebab, Løg, Frisk Salat, Frisk Tomat, Agurk, Cremfraiche Dressing",ambient,180,False,,low,low,Unknown; conservative ambient.
484154,"Kebeb, Pepperoni, Løg, Frisk Salat, Frisk Tomat, Agurk, Cremefraiche Dressing",frozen,30,True,90,high,low,Gap 11.0d; frozen for stability.
484160,"Kebab Kylling, Løg, Frisk Salat, Frisk Tomat, Agurk, Cremefraiche Dressing",ambient,180,False,,low,low,Unknown; conservative ambient.
484166,"Kebab, Oksekød, Jalapenos, Chili, Hvidløg",frozen,30,True,90,high,low,Gap 7.5d; frozen for stability.
484169,"Pepperoni, Oksekød, Pølse, Jalapenos, Chili, Hvidløg",ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484173,"Kylling, Oksekød, Jalapenos, Chili, Hvidløg",ambient,180,False,,low,low,Unknown daily item; ambient stable.
484174,Skinke,ambient,365,False,,low,low,Unknown; gap 14.0d is non-perishable.
484176,Pepperoni,frozen,30,True,90,high,low,Gap 9.3d; frozen for stability.
484179,Hvidløgsbrød,ambient,180,False,,low,low,Unknown; conservative ambient.
484183,Halv Indbagt,ambient,180,False,,low,low,Unknown daily item; ambient stable.
484193,"Oksekød, Kebab, Champignon, Løg",ambient,180,False,,low,low,Unknown daily item; ambient stable.
484199,"Oksekød, Løg, Hvidløg",ambient,180,False,,low,low,Unknown; conservative ambient.
484209,"Oksekød, Spaghetti, Løg, Majs, Hvidløg, Bearnaisesauce",ambient,180,False,,low,low,Unknown daily item; ambient stable.
484221,"Kebab, Kylling, Champignon, Løg, Bearnaisesauce, Jalapenos, Chili, Hvisløg",frozen,30,True,90,high,low,Gap 8.0d; frozen for stability.
484223,Kebab Durum,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484227,Skinke Durum,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484229,Kylling Durum,ambient,1095,False,,low,high,Alcoholic; stable. Gap 15.0d.
484233,"Oksekød, Kebab, Jalapenos, Chili Durum",ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484234,"Kylling, Jalapenos, Chili Durum",ambient,1095,False,,low,high,Alcoholic; stable. Gap 20.0d.
484239,"Spaghetti, Oksekød, Jalapenos, Chili Durum",ambient,1095,False,,low,high,Alcoholic; stable. Gap 17.0d.
484240,Kebab Sandwich (Indbagt),ambient,180,False,,low,low,Unknown; conservative ambient.
484241,Oksekød Sandwich (Indbagt),ambient,180,False,,low,low,Unknown; conservative ambient.
484242,Rejer Sandwich (Indbagt),ambient,180,False,,low,low,Unknown daily item; ambient stable.
484244,Skinke Sandwich (Indbagt),frozen,30,True,90,high,low,Gap 11.0d; frozen for stability.
484293,"Kylling, Bacon Sandwich (Amerikansk)",frozen,30,True,90,high,low,Gap 9.0d; frozen for stability.
484311,Kebab Pitabrød,ambient,180,False,,low,low,Unknown daily item; ambient stable.
484314,Unspecified,ambient,180,False,,low,low,Unspecified; pattern weekday_regular.
484372,Oksekød Pitabrød,ambient,180,False,,low,low,Unknown daily item; ambient stable.
484376,Kylling Pitabrød,ambient,180,False,,low,low,Unknown daily item; ambient stable.
484413,"Mexicansk: Kebab, Jalapenos, Chili Pitabrød",ambient,180,False,,low,low,Unknown daily item; ambient stable.
484421,Alm. Burger,ambient,365,False,,low,low,Unknown; gap 20.0d is non-perishable.
484429,Cheese Burger,ambient,365,False,,low,low,Unknown; gap 14.0d is non-perishable.
484430,Jumbo Burger,ambient,365,False,,low,low,Unknown; gap 16.0d is non-perishable.
484433,Dobbelt Cheese Burger,ambient,365,False,,low,low,Unknown; gap 33.0d is non-perishable.
484435,Bacon Burger,frozen,30,True,90,high,low,Gap 7.4d; frozen for stability.
484436,Pommes Frites,ambient,180,False,,low,low,Unknown; conservative ambient.
484437,Kebab Mix,ambient,180,False,,low,low,Unknown; conservative ambient.
484438,Pølse Mix,ambient,1095,False,,low,high,"Alcoholic beverage, stable storage."
484442,2 stk. Fiskefileter,ambient,365,False,,low,low,Unknown; gap 23.0d is non-perishable.
484443,1/2 Kyllig,ambient,180,False,,low,low,Unknown; conservative ambient.
484444,"Spaghetti, Oksekød, Fløde, Bacon, Ost, Tomatsauce, Krydderier",ambient,180,False,,low,low,Unknown; conservative ambient.
484451,"Spaghetti, Bacon, Skinke, Champignon, Fløde, Ost, Tomatsauce, Krydderier",ambient,180,False,,low,low,Unknown; conservative ambient.
484453,"0,33 Liter",ambient,180,False,,low,low,Unknown; conservative ambient.
484454,0.5 Liter,ambient,180,False,,low,low,Unknown; conservative ambient.
484464,"1,5 Liter",ambient,180,False,,low,low,Unknown; conservative ambient.
484499,Red Wine,ambient,180,False,,low,low,Unknown daily item; ambient stable.
484500,White Wine,ambient,365,False,,low,low,Unknown; gap 42.0d is non-perishable.
484502,Rose Wine,ambient,180,False,,low,low,Unknown; conservative ambient.
485011,Ekstra Tilbehor - Alm,frozen,30,True,90,high,low,Gap 14.0d; frozen for stability.
485013,Ekstra Tilbehor - Mega,ambient,180,False,,low,low,Unknown daily item; ambient stable.
485825,Pose,ambient,180,False,,low,low,Unknown daily item; ambient stable.
485826,Bukser,ambient,180,False,,low,low,Unknown; conservative ambient.
485827,Jakker,ambient,365,False,,low,low,Unknown; gap 19.0d is non-perishable.
485828,T-Shirt,ambient,365,False,,low,low,Unknown; gap 20.0d is non-perishable.
485829,Sweatshirt,ambient,365,False,,low,low,Unknown; gap 27.0d is non-perishable.
485830,Khamis,ambient,365,False,,low,low,Unknown; gap 20.0d is non-perishable.
485832,Undertøj,ambient,180,False,,low,low,Unknown; conservative ambient.
485833,Tracksuit,ambient,180,False,,low,low,Unknown; conservative ambient.
485834,Nederdel,ambient,365,False,,low,low,Unknown; gap 14.0d is non-perishable.
485835,Kjole,ambient,180,False,,low,low,Unknown; conservative ambient.
